id,latitude,longitude,neighbourhood_cleansed,room_type,property_type,accommodates,bedrooms,bathrooms_num,minimum_nights,price_eur,review_scores_rating,number_of_reviews,unavailable_rate_90d
1043328677870738151,52.53465,13.3498,Moabit Ost,Entire home/apt,Entire rental unit,3,1.0,1.0,14,49.0,4.25,4,0.0
1043374176541690237,52.4874,13.33254,Volkspark Wilmersdorf,Entire home/apt,Entire rental unit,2,1.0,1.0,1,135.0,4.4,15,0.0
1043493970890592728,52.528514242535536,13.138377765121382,Heerstraße Nord,Private room,Private room in home,2,1.0,1.0,1,48.0,4.78,18,0.0
1043552887218608966,52.41725,13.28542,Drakestr.,Entire home/apt,Entire loft,7,2.0,1.5,2,90.0,4.73,40,0.0
1043960168726363335,52.50938282057195,13.42255392540894,Alexanderplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,92,71.0,5.0,1,1.0
1044057605329253360,52.51312,13.43336,Karl-Marx-Allee-Süd,Entire home/apt,Entire rental unit,4,2.0,2.0,92,135.0,4.85,0,0.0
1044213797889447092,52.55867220343136,13.379652335259715,Osloer Straße,Entire home/apt,Entire rental unit,2,1.0,1.0,30,60.0,4.17,6,1.0
1044266778754676614,52.50073,13.33929,Schöneberg-Nord,Entire home/apt,Entire rental unit,3,1.0,1.0,3,120.0,4.85,0,1.0
1044620294834434360,52.469213012771775,13.437356539070606,Neuköllner Mitte/Zentrum,Entire home/apt,Entire rental unit,3,1.0,1.0,3,150.0,4.87,23,1.0
1044628265112365536,52.45447,13.59794,Friedrichshagen,Private room,Private room in home,3,5.0,2.5,3,250.0,4.85,0,1.0
1044683682299129613,52.51732,13.47895,Alt-Lichtenberg,Private room,Private room in rental unit,1,0.0,1.0,92,54.0,4.85,0,1.0
1044862371289584666,52.51274717764255,13.308105013437746,Otto-Suhr-Allee,Entire home/apt,Entire rental unit,4,1.0,1.0,1,121.0,4.73,82,1.0
1045541667521642956,52.53484,13.34835,Moabit Ost,Entire home/apt,Entire rental unit,6,2.0,2.0,1,112.0,4.19,32,0.0
1045724881227878118,52.49791522547808,13.447866061171265,südliche Luisenstadt,Private room,Private room in rental unit,1,1.0,1.0,92,80.0,4.85,0,1.0
1045770937210053049,52.512569839591926,13.503982774104507,Friedrichsfelde Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,2,106.0,4.35,20,1.0
1046047893342301220,52.506648600000005,13.319968902516184,Kantstraße,Entire home/apt,Entire condo,4,1.0,1.0,3,396.0,5.0,27,0.15384615384615385
1046120214422820860,52.5171,13.30034,Schloß Charlottenburg,Entire home/apt,Entire rental unit,3,2.0,2.0,3,167.0,4.95,19,1.0
1046189906957761570,52.47897,13.53244,Karlshorst,Entire home/apt,Entire rental unit,3,2.0,1.0,2,86.0,4.51,39,0.0
1046220336894036720,52.4671824,13.4366736,Neuköllner Mitte/Zentrum,Entire home/apt,Entire rental unit,2,0.0,1.0,90,93.0,5.0,1,0.0
1046223860054622744,52.5219289,13.452605,Frankfurter Allee Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,90,80.0,4.85,0,0.0
1046224148012983761,52.4439971,13.3167006,Drakestr.,Entire home/apt,Entire rental unit,2,0.0,1.0,90,81.0,4.85,0,0.0
1046277672130298965,52.5524614,13.4158825,Prenzlauer Berg Nord,Entire home/apt,Entire rental unit,3,0.0,1.0,3,84.0,4.84,19,1.0
1046346136975164417,52.4912669,13.3462603,Schöneberg-Nord,Entire home/apt,Entire rental unit,4,1.0,1.0,2,117.0,4.78,18,0.3516483516483516
1046563943277302860,52.4816128721662,13.431016407219513,Neuköllner Mitte/Zentrum,Entire home/apt,Entire rental unit,2,1.0,1.0,5,168.0,5.0,6,1.0
1046876734395035976,52.482278751672986,13.34820292633421,Schöneberg-Süd,Entire home/apt,Entire rental unit,8,4.0,2.0,3,253.0,3.75,12,1.0
1046965646177010560,52.4939318,13.4374785,südliche Luisenstadt,Entire home/apt,Entire rental unit,4,2.0,1.5,3,427.0,4.54,13,1.0
1048637262243761764,52.5441045,13.3733864,Brunnenstr. Nord,Entire home/apt,Entire rental unit,6,2.0,1.0,7,145.0,5.0,7,1.0
1049081468356551619,52.5138389,13.46239,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,4,0.0,1.0,92,101.0,4.12,33,0.0
1049142503996436557,52.52215,13.38357,Alexanderplatz,Entire home/apt,Entire rental unit,6,3.0,1.5,3,265.0,4.85,62,0.0
1049209317553187092,52.4876558063702,13.419137199930754,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,5,3.0,2.0,2,388.0,5.0,8,1.0
1049251357871161053,52.5499628,13.4502797,Weißensee,Entire home/apt,Entire rental unit,4,2.0,1.0,3,171.0,4.96,25,1.0
1049391586434394481,52.55036949121404,13.417175434032172,Prenzlauer Berg Nord,Entire home/apt,Entire rental unit,4,1.0,1.0,3,184.0,4.93,69,0.0
1049406291021535100,52.55005798473019,13.415710182800018,Prenzlauer Berg Nord,Entire home/apt,Entire rental unit,5,2.0,1.0,3,238.0,4.91,92,0.0
1049597831167500396,52.43417,13.21932,Zehlendorf  Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,92,74.0,4.85,0,1.0
1049918120952696850,52.49378817342632,13.394552950040556,Tempelhofer Vorstadt,Private room,Private room in condo,2,1.0,1.0,1,99.0,5.0,18,1.0
1049949874694131812,52.50865540450025,13.470359162860388,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,3,1.0,1.0,2,139.0,5.0,6,0.0
1050050368168083201,52.47301416444383,13.469236108709042,Köllnische Heide,Private room,Private room in rental unit,1,1.0,1.0,2,59.0,5.0,14,1.0
1050061877849092541,52.44727,13.34752,Albrechtstr.,Entire home/apt,Entire rental unit,2,1.0,1.0,92,69.0,5.0,1,0.0
1050087674554501207,52.500071021601954,13.459021774547685,Frankfurter Allee Süd FK,Private room,Private room in rental unit,1,1.0,1.0,92,35.0,4.85,0,1.0
1050134327804232834,52.51370434162506,13.46503855181606,Frankfurter Allee Süd FK,Private room,Private room in condo,2,1.0,1.0,2,68.0,4.93,104,1.0
1050518864738159602,52.53346622646154,13.37909371333116,Alexanderplatz,Entire home/apt,Entire rental unit,3,1.0,1.0,3,162.0,4.77,48,0.0
1050552008603289410,52.53389,13.3796,Brunnenstr. Süd,Entire home/apt,Entire rental unit,5,2.0,1.0,3,236.0,4.89,73,0.05494505494505497
1050563480003527713,52.53213,13.37987,Alexanderplatz,Entire home/apt,Entire rental unit,3,1.0,1.0,3,106.0,4.75,64,0.0
1050596513338100729,52.51556972641772,13.422388127607883,Alexanderplatz,Private room,Private room in rental unit,2,1.0,1.0,2,73.0,4.81,37,1.0
1050735427363801704,52.5306407,13.4149894,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,2,1.0,1.0,5,145.0,4.88,25,1.0
1050774452610730560,52.50236222966304,13.35706336711005,Tiergarten Süd,Private room,Private room in rental unit,2,0.0,1.0,2,53.0,4.5,6,1.0
1051280579360529013,52.49759442691773,13.5775567768291,Kaulsdorf,Entire home/apt,Entire rental unit,4,1.0,1.0,92,59.0,4.85,0,0.0
1051291868189275578,52.49915801437034,13.466300435810563,Frankfurter Allee Süd FK,Entire home/apt,Entire condo,8,3.0,1.0,1,218.0,4.79,71,0.07777777777777772
1051372704878090798,52.48249999999999,13.3102,Barstraße,Entire home/apt,Entire rental unit,2,1.0,1.0,92,50.0,4.85,0,0.0
1051422549703339965,52.54029472884683,13.505139772698506,Alt-Hohenschönhausen Süd,Entire home/apt,Entire rental unit,4,1.0,1.0,92,52.0,4.85,0,1.0
1052028023565294889,52.52406655965967,13.199502085900166,Wilhelmstadt,Entire home/apt,Entire rental unit,4,1.0,1.0,2,122.0,4.14,7,1.0
1052050583849696480,52.52732073972113,13.397931557080296,Alexanderplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,6,189.0,4.85,0,1.0
1052059446422797670,52.47209213120827,13.446060408808368,Rixdorf,Entire home/apt,Entire rental unit,2,1.0,1.0,4,126.0,5.0,1,1.0
1052109745197564370,52.5229451224488,13.38356807136935,Alexanderplatz,Entire home/apt,Entire rental unit,8,4.0,2.0,3,287.0,4.84,68,0.0
1052541605853259851,52.49852011800638,13.38732281897593,Südliche Friedrichstadt,Entire home/apt,Entire rental unit,6,3.0,1.0,2,111.0,4.8,84,1.0
1052864131091515722,52.48610172094479,13.429670843531138,Reuterstraße,Entire home/apt,Entire rental unit,6,1.0,1.0,2,150.0,4.33,12,1.0
1053435183471237100,52.5539243,13.4405976,Weißensee,Entire home/apt,Entire rental unit,4,1.0,1.5,1,138.0,4.86,22,0.0
1054121215895069627,52.52951255519085,13.448022064262412,Prenzlauer Berg Ost,Entire home/apt,Entire rental unit,2,1.0,1.0,92,50.0,5.0,1,0.0
1054140363541625734,52.46818030000001,13.3902455,Tempelhof,Entire home/apt,Entire rental unit,10,4.0,2.0,2,338.0,4.89,35,0.20879120879120883
1054275611703176302,52.46818030000001,13.3902455,Tempelhof,Entire home/apt,Entire rental unit,8,3.0,1.0,2,212.0,4.88,17,0.21978021978021978
1054546771794466543,52.52760158499497,13.38864738745949,Alexanderplatz,Private room,Room in hotel,2,1.0,1.0,2,144.0,4.0,8,1.0
1055558724491498426,52.49146597166002,13.292980948694105,Grunewald,Entire home/apt,Entire rental unit,4,2.0,1.0,92,100.0,4.85,0,1.0
1055626771172725060,52.5196,13.26816,Westend,Entire home/apt,Entire loft,6,2.0,2.0,1,554.0,5.0,27,0.011111111111111072
1055697452883493133,52.48524075860534,13.36232806232976,Schöneberg-Süd,Entire home/apt,Entire serviced apartment,7,3.0,1.5,1,141.0,4.61,66,0.0
1055700373321607221,52.48562,13.4654,Plänterwald,Entire home/apt,Entire serviced apartment,10,3.0,2.0,1,137.0,4.58,60,0.07692307692307687
1055741276512737101,52.5033188,13.2863558,Neue Kantstraße,Private room,Private room in rental unit,2,0.0,1.0,1,71.0,5.0,49,0.05494505494505497
1055746491460468407,52.5002559612488,13.331444302276475,Düsseldorfer Straße,Entire home/apt,Entire serviced apartment,1,0.0,1.0,1,267.0,4.36,69,1.0
1055766037758774572,52.501927931504696,13.329473012345252,Kurfürstendamm,Entire home/apt,Entire serviced apartment,1,0.0,1.0,1,144.0,4.29,7,1.0
1055776667501135866,52.52226,13.38499,Alexanderplatz,Entire home/apt,Entire rental unit,6,3.0,2.0,3,345.0,4.78,63,0.08791208791208793
1056304896280986840,52.46906,13.42875,Schillerpromenade,Entire home/apt,Entire rental unit,3,1.0,1.0,95,117.0,4.85,0,1.0
1056310824036308774,52.4939273,13.3841199,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,2,0.0,1.0,90,92.0,4.85,0,0.0
1056311108417629335,52.4974137,13.3248514,Düsseldorfer Straße,Entire home/apt,Entire rental unit,2,0.0,1.0,90,78.0,4.85,0,0.0
1056324399952995560,52.55496620074976,13.429836630821228,Weißensee,Entire home/apt,Entire rental unit,2,1.0,1.0,92,55.0,5.0,2,0.7362637362637363
1056422879991854914,52.4173397,13.3221028,Ostpreußendamm,Private room,Private room in rental unit,2,1.0,1.5,2,56.0,5.0,54,1.0
1056465754487174400,52.48518,13.44707,Rixdorf,Private room,Private room in rental unit,2,1.0,1.0,1,48.0,4.93,14,0.0
1056469293160656301,52.6233567317271,13.248017189164925,West 2,Entire home/apt,Entire home,5,2.0,1.5,92,72.0,4.85,0,1.0
1056516647590389851,52.49960502055676,13.301290084836571,Halensee,Entire home/apt,Entire rental unit,8,3.0,3.0,1,659.5400000000009,4.85,0,1.0
1057037604333636639,52.5096359,13.4660593,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,2,1.0,1.0,90,153.0,4.85,0,0.0
1057037926032211107,52.5227595,13.451267,Frankfurter Allee Nord,Entire home/apt,Entire rental unit,2,0.0,1.0,90,98.0,4.85,0,0.0
1057061923871328414,52.483000348198345,13.428496202449146,Neuköllner Mitte/Zentrum,Entire home/apt,Entire rental unit,5,3.0,1.0,4,162.0,4.88,16,0.0
1057166639635406656,52.45441896277984,13.521370068151692,Niederschöneweide,Entire home/apt,Entire rental unit,9,2.0,1.0,2,158.0,4.59,17,1.0
1057401011469788323,52.52785129999999,13.4034497,Alexanderplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,3,111.0,4.91,33,1.0
1057804500580600263,52.51304,13.45266,Frankfurter Allee Süd FK,Private room,Private room in rental unit,2,1.0,1.0,30,102.0,4.85,0,1.0
1057810384404731982,52.4898185,13.404901,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,92,70.0,4.85,0,1.0
1057974537697513773,52.4373,13.32138,Ostpreußendamm,Private room,Private room in home,1,1.0,1.0,92,33.0,5.0,1,1.0
1057988716562111618,52.53323,13.20444,Spandau Mitte,Entire home/apt,Entire rental unit,4,1.0,1.0,92,51.0,4.85,0,0.0
1059228191172038135,52.46397,13.38139,Tempelhof,Entire home/apt,Entire rental unit,2,1.0,1.0,10,90.0,4.9,20,1.0
1059319208683328173,52.51148,13.31118,Kantstraße,Entire home/apt,Entire rental unit,2,1.0,1.0,92,45.0,4.85,0,0.25274725274725274
1059493232362350027,52.49096816134289,13.427555969147685,Reuterstraße,Entire home/apt,Entire rental unit,6,1.0,1.0,2,144.0,4.83,6,1.0
1059807592609829588,52.495,13.33006,Düsseldorfer Straße,Private room,Private room in rental unit,10,2.0,1.0,3,371.0,5.0,4,0.0
1059989859731356234,52.546861,13.4119518,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,5,1.0,1.0,92,91.0,4.35,81,0.0
1060072094941688326,52.44549509494604,13.622816875576971,Friedrichshagen,Entire home/apt,Boat,8,3.0,1.5,2,276.0,5.0,4,1.0
1060099290468211062,52.50970000000002,13.42256749206542,Alexanderplatz,Entire home/apt,Entire rental unit,2,2.0,1.0,92,61.0,4.85,0,1.0
1060128931646683155,52.49153376676772,13.39176657146766,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,3,170.0,5.0,16,1.0
1060800464216039617,52.43432633529289,13.687714239874108,Rahnsdorf/Hessenwinkel,Entire home/apt,Entire home,6,2.0,2.0,1,165.0,4.85,0,0.7362637362637363
1060810058187325599,52.4978674,13.464585,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,2,1.0,1.0,92,67.0,4.85,0,1.0
1060975767834374981,52.508814283595925,13.402147452510349,Regierungsviertel,Entire home/apt,Entire rental unit,2,1.0,1.0,3,107.0,4.69,16,0.0
1061390858703290136,52.50458,13.4157,nördliche Luisenstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,3,120.0,5.0,5,1.0
1061463371205384379,52.508537598509214,13.4478600859877,Karl-Marx-Allee-Süd,Private room,Private room in rental unit,2,1.0,1.0,3,110.0,4.95,43,1.0
1061576861210136690,52.42964,13.47722,Rudow,Private room,Room in hotel,4,1.0,1.0,1,129.0,4.1,10,0.0
1061576947692034557,52.42899840505352,13.476915730227685,Rudow,Private room,Room in hotel,3,1.0,1.0,1,126.0,4.0,5,0.0
1061577030170808010,52.430615786895125,13.478932489389434,Rudow,Private room,Room in hotel,3,1.0,1.0,1,119.0,4.5,4,0.0
1061577118166877426,52.42904,13.47769,Rudow,Private room,Room in hotel,2,1.0,1.0,1,105.0,3.0,1,0.011111111111111072
1061577209877758186,52.42932,13.47727,Rudow,Private room,Room in hotel,2,1.0,1.0,1,102.0,3.67,3,0.0
1061613744087500226,52.43701,13.337055,Lankwitz,Private room,Private room in rental unit,2,1.0,1.0,1,55.0,4.75,16,1.0
1062030030150846502,52.53600994753819,13.597586933030128,Hellersdorf-Nord,Entire home/apt,Entire rental unit,3,0.0,0.0,1,80.0,4.85,0,0.0
1062370088934632243,52.55117262842074,13.340112380683422,Parkviertel,Entire home/apt,Entire rental unit,2,1.0,1.0,3,68.0,5.0,3,0.0
1062692556395115227,52.5101391572774,13.287460517039166,Schloß Charlottenburg,Entire home/apt,Entire rental unit,10,3.0,2.0,1,267.0,4.88,26,1.0
1062736383006080757,52.50942889908154,13.471927309342744,Frankfurter Allee Süd FK,Private room,Private room in condo,2,1.0,1.5,1,82.0,4.9,10,0.0
1062957882852729618,52.49288821649475,13.38494121154799,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,92,82.0,4.85,0,0.0
1062996724116035533,52.5368139,13.3967393,Brunnenstr. Süd,Entire home/apt,Entire rental unit,10,2.0,2.0,2,351.0,4.89,100,0.08791208791208793
1063092087820668342,52.48084690587381,13.360620068313096,Schöneberg-Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,92,52.0,4.85,0,0.0
1063537121066240626,52.48681364525035,13.462066698304456,Plänterwald,Entire home/apt,Entire rental unit,5,2.0,2.0,7,220.0,5.0,2,0.0
1063555547362150483,52.4874677,13.5711146,Kaulsdorf,Entire home/apt,Entire home,4,1.0,1.0,1,90.0,5.0,5,1.0
1063706470275316536,52.530622707459,13.43606620164192,Prenzlauer Berg Süd,Entire home/apt,Entire rental unit,6,3.0,2.0,92,160.0,4.85,0,1.0
1063778302992114548,52.50392594355798,13.50990791100462,Neu Lichtenberg,Private room,Private room in rental unit,2,1.0,1.0,1,61.0,4.65,26,1.0
1064342235550660801,52.49893852810081,13.307482937662694,Düsseldorfer Straße,Entire home/apt,Entire rental unit,8,4.0,2.0,2,147.0,4.47,36,1.0
1064478174903599838,52.51199926873087,13.45754892180356,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,2,1.0,1.0,92,55.0,4.85,0,0.0
1064617839709831509,52.49872,13.32421,Düsseldorfer Straße,Private room,Private room in rental unit,2,1.0,1.0,2,75.0,4.95,93,1.0
1064635560081750500,52.49811677788092,13.3239825387242,Düsseldorfer Straße,Private room,Private room in rental unit,2,1.0,1.0,2,73.0,4.99,72,1.0
1064930310509288580,52.5454584,13.3709931,Brunnenstr. Nord,Entire home/apt,Entire serviced apartment,2,1.0,1.0,28,79.0,4.5,4,0.05494505494505497
1065090522552841031,52.5063427,13.467404,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,3,1.0,1.0,92,80.0,4.85,0,1.0
1065167436467363698,52.50787,13.45683,Frankfurter Allee Süd FK,Private room,Private room in rental unit,2,1.0,1.0,2,102.0,5.0,26,1.0
1065337889165175404,52.52445793124454,13.397167996186566,Alexanderplatz,Entire home/apt,Entire rental unit,4,1.0,1.0,92,51.0,4.85,0,0.0
1065688487944064548,52.5264476313305,13.388714326983662,Alexanderplatz,Entire home/apt,Entire rental unit,4,2.0,1.0,2,250.0,4.68,19,0.3296703296703297
1065742825647430607,52.447443,13.627098,Friedrichshagen,Entire home/apt,Entire loft,4,1.0,1.0,3,85.0,4.88,24,1.0
1065750598125434517,52.4779038994464,13.437525839783149,Neuköllner Mitte/Zentrum,Entire home/apt,Entire rental unit,3,2.0,1.0,2,178.0,5.0,16,1.0
1065767763528781735,52.497627090005466,13.307509635700224,Düsseldorfer Straße,Entire home/apt,Entire rental unit,4,1.0,1.0,2,116.0,4.61,41,1.0
1066641196227035034,52.51463627954895,13.465040704277117,Frankfurter Allee Nord,Private room,Private room in rental unit,2,1.0,1.0,1,70.0,4.94,48,1.0
1066700616308697452,52.5031141,13.3269197,Kurfürstendamm,Entire home/apt,Entire loft,16,4.0,2.0,1,413.0,4.94,16,1.0
1066796495811017372,52.490920212061205,13.290466554990507,Grunewald,Private room,Private room in rental unit,2,1.0,1.0,1,93.0,4.98,49,0.0
1067205893980095680,52.4921745,13.3422051,Schöneberg-Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,2,138.0,5.0,4,0.2637362637362637
1067255733826613148,52.54145762999611,13.358960030478164,Wedding Zentrum,Entire home/apt,Entire rental unit,4,1.0,1.0,2,87.0,4.63,54,1.0
1067321588571353791,52.51903,13.30678,Otto-Suhr-Allee,Entire home/apt,Entire rental unit,4,2.0,1.0,92,71.0,4.85,0,0.0
1067431159880276940,52.48215288776907,13.454342562786971,Rixdorf,Private room,Private room in rental unit,2,1.0,1.0,92,45.0,4.85,0,1.0
1067457802464449449,52.48398,13.35386,Schöneberg-Süd,Private room,Private room in rental unit,2,1.0,1.0,1,46.0,4.95,99,0.1428571428571429
1068072105758792624,52.56254574875645,13.390692113777586,Osloer Straße,Entire home/apt,Entire rental unit,3,2.0,1.0,7,135.0,5.0,2,1.0
1068131631738032722,52.53219313749248,13.415998108685017,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,5,2.0,1.0,3,149.0,4.85,13,1.0
1068269469539089324,52.49208669999999,13.3901606,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,5,1.0,1.0,2,132.0,4.2,5,1.0
1068618455575887863,52.5051125,13.3859484,Südliche Friedrichstadt,Private room,Private room in rental unit,2,1.0,1.0,2,80.0,4.58,26,0.0
1068808508269736172,52.46516481960754,13.512912778650977,Oberschöneweide,Private room,Private room in bed and breakfast,1,1.0,1.5,30,33.0,5.0,2,1.0
1068957417302702114,52.46049726312237,13.11860576318693,Gatow / Kladow,Entire home/apt,Entire guesthouse,2,1.0,1.0,2,85.0,4.8,15,0.16666666666666663
1069319700158091488,52.51106697354371,13.416286441433186,Alexanderplatz,Entire home/apt,Entire rental unit,6,2.0,1.0,2,299.0,4.43,51,1.0
1069364775454479966,52.53769,13.41848,Prenzlauer Berg Südwest,Private room,Private room in rental unit,1,1.0,1.0,1,72.0,5.0,2,0.0
1069369790058455388,52.49346,13.4168,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,3,162.0,4.95,76,1.0
1069472396380797087,52.53046834422597,13.404844207310274,Brunnenstr. Süd,Entire home/apt,Entire rental unit,8,4.0,2.0,1,659.5400000000009,5.0,20,0.25274725274725274
1069625634449718490,52.57845,13.31085,West 3,Private room,Private room in guesthouse,6,4.0,1.0,1,55.0,4.85,0,1.0
1070860656367174572,52.5454584,13.3709931,Brunnenstr. Nord,Entire home/apt,Entire serviced apartment,2,0.0,1.0,1,146.0,4.38,8,0.03296703296703296
1070866171368096612,52.50189031053099,13.459892277041044,Frankfurter Allee Süd FK,Private room,Private room in rental unit,1,1.0,1.0,92,82.0,4.85,0,1.0
1070867738608468801,52.47640209999999,13.3105342,Wiesbadener Straße,Entire home/apt,Entire rental unit,4,2.0,1.0,90,142.0,4.85,0,0.0
1071128678553600308,52.61387593391551,13.308751669201577,Nord 1,Entire home/apt,Entire rental unit,2,2.0,1.0,92,48.0,4.85,0,1.0
1071614312839896289,52.447505546410056,13.292612125871756,Zehlendorf  Nord,Entire home/apt,Entire rental unit,4,1.0,1.5,92,95.0,4.85,0,0.0
1071626349544551742,52.5218602,13.4348503,Karl-Marx-Allee-Nord,Entire home/apt,Entire rental unit,8,3.0,1.0,2,223.0,4.72,87,1.0
1071654509606077535,52.52667,13.38882,Alexanderplatz,Entire home/apt,Entire rental unit,4,1.0,1.0,1,262.0,4.92,38,0.0
1071709261507708665,52.50363,13.29428,Neue Kantstraße,Private room,Private room in rental unit,2,1.0,1.5,2,88.0,4.93,44,1.0
1072248291239284944,52.43789650000001,13.5484264,Adlershof,Private room,Private room in serviced apartment,1,1.0,1.0,1,149.0,4.0,1,0.0
1072585204593781257,52.50102058129975,13.304937157069734,Neue Kantstraße,Entire home/apt,Entire rental unit,8,3.0,2.0,2,273.0,3.86,7,1.0
1072891616519112883,52.5292622,13.3959781,Brunnenstr. Süd,Private room,Private room in rental unit,4,1.0,1.0,2,90.0,4.81,73,0.0
1073145789335470533,52.43789650000001,13.5484264,Adlershof,Entire home/apt,Entire rental unit,2,1.0,1.0,1,212.0,4.85,0,0.0
1073160758892484294,52.43789650000001,13.5484264,Adlershof,Entire home/apt,Entire rental unit,4,2.0,2.0,1,203.0,4.66,44,0.0
1073171966820835835,52.51255804093937,13.427337484130874,Karl-Marx-Allee-Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,3,136.0,4.76,174,1.0
1073182927456326775,52.43789650000001,13.5484264,Adlershof,Private room,Private room in serviced apartment,1,1.0,1.0,1,158.0,4.85,0,0.0
1073714366433159048,52.46596312886257,13.325360301232529,Friedenau,Entire home/apt,Entire rental unit,2,1.0,1.0,2,67.0,3.5,4,0.0
1073829501625153504,52.51110743518375,13.51979185341732,Friedrichsfelde Nord,Entire home/apt,Entire home,6,2.0,2.0,92,93.0,4.85,0,0.0
1073839298676235039,52.55827,13.19689,Hakenfelde,Entire home/apt,Entire home,7,2.0,2.0,2,95.0,5.0,7,1.0
1073953540356564098,52.53914630000001,13.4553373,Prenzlauer Berg Ost,Private room,Private room in home,2,1.0,1.0,2,54.0,4.86,95,1.0
1073954961378571535,52.5477626,13.4027098,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,3,1.0,1.0,1,116.0,4.85,0,0.0
1074466199824869876,52.5148123,13.3807511,Regierungsviertel,Entire home/apt,Entire rental unit,2,0.0,1.0,2,232.0,4.85,0,0.05494505494505497
1074523170815725996,52.5148123,13.3807511,Regierungsviertel,Entire home/apt,Entire rental unit,3,2.0,1.0,1,330.0,3.86,7,0.0
1074554910608356368,52.5309278,13.4057346,Brunnenstr. Süd,Entire home/apt,Entire rental unit,8,4.0,2.0,1,659.5400000000009,5.0,6,0.25274725274725274
1074658242607919430,52.5517392,13.1991117,Spandau Mitte,Entire home/apt,Entire rental unit,4,1.0,1.0,92,80.0,4.85,0,0.0
1074676122085446804,52.50985868327437,13.243019658721916,Heerstrasse,Entire home/apt,Entire rental unit,2,1.0,1.0,92,81.0,4.85,0,1.0
1074724699427153598,52.503442070681366,13.341742660193962,Schöneberg-Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,92,75.0,4.93,44,0.0
1075154126755625488,52.49861246666867,13.438875639786266,südliche Luisenstadt,Private room,Private room in rental unit,2,1.0,1.0,3,49.0,4.7,44,0.0
1075256603704816590,52.54699,13.36948,Wedding Zentrum,Entire home/apt,Entire rental unit,2,1.0,1.0,2,85.0,4.68,76,1.0
1075302038105939026,52.53355790000001,13.3800164,Brunnenstr. Süd,Entire home/apt,Entire loft,2,0.0,1.0,3,100.0,4.8,20,1.0
1075336519335154569,52.5471458,13.4100408,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,1,1.0,1.0,92,65.0,4.85,0,0.0
1075844859277761715,52.4977,13.47743,Rummelsburger Bucht,Entire home/apt,Houseboat,3,0.0,1.0,1,125.0,5.0,8,0.0
1075884419335725799,52.5099797,13.4030124,Regierungsviertel,Entire home/apt,Entire rental unit,3,1.0,1.0,4,126.0,5.0,7,1.0
1076046053377987493,52.42888402075153,13.477350806405472,Rudow,Private room,Room in hotel,2,1.0,1.0,1,105.0,4.5,10,0.0
1076046241733584837,52.42895,13.47749,Rudow,Private room,Room in hotel,3,1.0,1.0,1,126.0,4.33,6,0.0
1076111193244282371,52.46199,13.48018,Baumschulenweg,Private room,Private room in rental unit,5,3.0,2.0,2,146.0,4.0,1,1.0
1076192904231013622,52.5403513771488,13.600900662175892,Hellersdorf-Nord,Private room,Private room in rental unit,2,1.0,1.0,92,32.0,4.85,0,0.0
1076707548881726647,52.51935,13.308614,Otto-Suhr-Allee,Entire home/apt,Entire rental unit,5,2.0,1.0,92,60.0,4.85,0,1.0
1076770389691040948,52.5294031,13.4013102,Alexanderplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,1,281.0,4.85,0,0.25274725274725274
1076778069646440206,52.5294031,13.4013102,Alexanderplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,1,281.0,4.85,0,1.0
1076793715992457824,52.531628184575965,13.40687989059818,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,4,2.0,1.0,1,330.0,4.85,0,0.3296703296703297
1076802077592071735,52.53165,13.4066,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,4,2.0,1.0,1,330.0,4.85,0,0.0
